STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/03/1995,,,,0.02,0,0,35,24,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/03/1995,,,,0.04,0.8,1,30,18,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/03/1995,,,,0,0,0,24,6,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/03/1995,,,,0,0,0,33,12,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/03/1995,,,,0,0,0,42,20,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/03/1995,,,,0.08,0,0,41,24,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/03/1995,,,,0,0,0,48,34,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/03/1995,,,,0,0,0,60,34,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/03/1995,,,,0.63,6,6,34,13,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/03/1995,,,,0,0,3,20,10,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/03/1995,,,,0,0,3,27,14,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/03/1995,,,,0,0,1,46,26,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/03/1995,,,,0,0,0,59,33,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/03/1995,,,,0,0,0,70,30,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/03/1995,,,,0,0,0,65,30,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/03/1995,,,,0,0,0,67,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/03/1995,,,,0,0,0,62,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/03/1995,,,,0.05,0,0,45,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/03/1995,,,,0,0,0,39,25,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/03/1995,,,,0,0,0,53,33,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/03/1995,,,,0.07,0,0,55,43,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/03/1995,,,,0,0,0,48,34,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/03/1995,,,,0.06,0,0,39,33,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/03/1995,,,,0,0,0,36,27,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/03/1995,,,,0,0,0,36,21,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/03/1995,,,,0,0,0,45,30,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/03/1995,,,,0,0,0,51,26,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/03/1995,,,,0,0,0,47,23,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/03/1995,,,,0,0,0,51,21,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/03/1995,,,,0.08,0,0,58,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/03/1995,,,,0.07,0,0,44,34,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/04/1995,,,,0,0,0,41,25,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/04/1995,,,,0,0,0,39,22,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/04/1995,,,,0,0,0,45,20,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/04/1995,,,,0.31,0,0,57,34,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/04/1995,,,,0.15,0,0,51,16,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/04/1995,,,,0,0,0,28,16,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/04/1995,,,,0,0,0,43,22,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/04/1995,,,,0.11,1.4,1,38,21,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/04/1995,,,,0.04,0,0,38,27,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/04/1995,,,,0.31,0.7,1,38,12,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/04/1995,,,,0,0,0,35,20,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/04/1995,,,,0,0,0,59,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/04/1995,,,,0.35,0,0,57,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/04/1995,,,,0.2,0,0,50,34,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/04/1995,,,,0.09,0,0,43,30,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/04/1995,,,,0,0,0,44,26,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/04/1995,,,,0,0,0,51,24,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/04/1995,,,,0,0,0,57,27,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/04/1995,,,,0.12,0,0,64,37,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/04/1995,,,,0,0,0,68,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/04/1995,,,,0,0,0,55,41,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/04/1995,,,,0.06,0,0,60,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/04/1995,,,,0,0,0,50,31,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/04/1995,,,,0,0,0,48,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/04/1995,,,,0,0,0,51,24,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/04/1995,,,,0.01,0,0,62,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/04/1995,,,,0,0,0,57,43,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/04/1995,,,,0.43,0,0,74,45,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/04/1995,,,,0,0,0,58,42,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/04/1995,,,,0,0,0,58,31,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/05/1995,,,,0,0,0,53,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/05/1995,,,,0,0,0,57,33,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/05/1995,,,,0,0,0,59,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/05/1995,,,,0,0,0,64,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/05/1995,,,,0,0,0,65,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/05/1995,,,,0,0,0,64,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/05/1995,,,,0,0,0,57,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/05/1995,,,,0,0,0,56,26,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/05/1995,,,,0,0,0,54,30,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/05/1995,,,,0.05,0,0,65,45,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/05/1995,,,,0.15,0,0,61,49,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/05/1995,,,,0.84,0,0,66,51,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/05/1995,,,,0.01,0,0,64,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/05/1995,,,,0,0,0,72,50,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/05/1995,,,,0.15,0,0,58,52,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/05/1995,,,,0,0,0,65,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/05/1995,,,,0,0,0,72,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/05/1995,,,,0.02,0,0,66,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/05/1995,,,,0.02,0,0,56,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/05/1995,,,,0.06,0,0,66,39,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/05/1995,,,,0.01,0,0,70,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/05/1995,,,,0,0,0,76,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/05/1995,,,,0,0,0,65,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/05/1995,,,,0,0,0,76,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/05/1995,,,,0.24,0,0,77,50,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/05/1995,,,,0.2,0,0,66,52,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/05/1995,,,,0,0,0,71,39,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/05/1995,,,,0,0,0,71,39,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/05/1995,,,,0.22,0,0,63,52,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/05/1995,,,,0.63,0,0,77,54,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/05/1995,,,,0.04,0,0,71,45,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/07/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/08/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/09/1995,,,,,,,,,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/10/1995,,,,0,0,0,69,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/10/1995,,,,0,0,0,74,50,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/10/1995,,,,0,0,0,78,42,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/10/1995,,,,0.19,0,0,73,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/10/1995,,,,0,0,0,70,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/10/1995,,,,1.4,0,0,67,54,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/10/1995,,,,0,0,0,73,59,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/10/1995,,,,0,0,0,72,51,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/10/1995,,,,0,0,0,58,49,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/10/1995,,,,0,0,0,64,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/10/1995,,,,0,0,0,71,41,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/10/1995,,,,0,0,0,71,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/10/1995,,,,0,0,0,77,42,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/10/1995,,,,0.03,0,0,81,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/10/1995,,,,0.85,0,0,66,45,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/10/1995,,,,0.01,0,0,53,39,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/10/1995,,,,0,0,0,51,37,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/10/1995,,,,0,0,0,57,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/10/1995,,,,0,0,0,71,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/10/1995,,,,0,0,0,73,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/10/1995,,,,1.41,0,0,69,45,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/10/1995,,,,1.47,0,0,48,37,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/10/1995,,,,0,0,0,58,41,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/10/1995,,,,0,0,0,73,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/10/1995,,,,0.01,0,0,70,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/10/1995,,,,0,0,0,50,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/10/1995,,,,0,0,0,58,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/10/1995,,,,0.03,0,0,61,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/10/1995,,,,0,0,0,60,42,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/10/1995,,,,0.03,0,0,45,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/10/1995,,,,0.01,0,0,51,31,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/11/1995,,,,0.02,0,0,48,36,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/11/1995,,,,0.1,0,0,66,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/11/1995,,,,0.06,0,0,69,57,
