STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/03/1996,,,,0,0,8,17,3,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/03/1996,,,,0,0,6,36,2,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/03/1996,,,,0,0,5,44,2,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/03/1996,,,,0,0,4,43,12,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/03/1996,,,,0,0,3,54,21,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/03/1996,,,,0.04,0,0,61,37,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/03/1996,,,,0,0.2,0,42,22,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/03/1996,,,,0,0,0,33,15,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/03/1996,,,,0,0,0,48,23,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/03/1996,,,,0,0,0,53,26,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/03/1996,,,,0.26,0,0,57,34,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/03/1996,,,,0.13,0,0,40,31,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/03/1996,,,,0.12,0.9,1,33,21,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/03/1996,,,,0.1,3.1,4,30,21,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/03/1996,,,,0,0,0,32,22,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/03/1996,,,,0,0,0,45,28,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/03/1996,,,,0.1,0,0,65,30,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/03/1996,,,,0,0,0,43,16,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/03/1996,,,,0.01,0.4,0,30,15,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/03/1996,,,,0.03,0.3,0,41,25,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/03/1996,,,,0,0,0,42,31,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/03/1996,,,,0,0,0,52,24,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/04/1996,,,,0,0,0,65,36,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/04/1996,,,,0.12,0.8,1,41,28,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/04/1996,,,,0,0,0,41,25,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/04/1996,,,,0.24,1.7,2,39,28,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/04/1996,,,,0,0,0,37,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/04/1996,,,,0,0,0,40,21,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/04/1996,,,,0.23,3.6,4,46,28,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/04/1996,,,,0.41,2.7,6,33,17,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/04/1996,,,,0,0,3,40,16,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/04/1996,,,,0,0,0,42,20,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/04/1996,,,,0,0,0,40,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/04/1996,,,,0,0,0,58,37,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/04/1996,,,,0.97,0,0,52,39,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/04/1996,,,,0.83,0,0,47,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/04/1996,,,,0.01,0,0,38,27,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/04/1996,,,,0.37,0,0,57,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/04/1996,,,,0.25,0,0,45,33,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/04/1996,,,,0,0,0,45,27,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/04/1996,,,,0,0,0,65,34,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/04/1996,,,,0,0,0,73,49,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/04/1996,,,,0.13,0,0,70,52,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/04/1996,,,,0,0,0,67,36,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/04/1996,,,,0.01,0,0,78,42,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/04/1996,,,,0.68,0,0,59,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/04/1996,,,,0.16,0,0,51,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/04/1996,,,,0,0,0,67,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/04/1996,,,,0.26,0,0,58,33,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/04/1996,,,,0,0,0,47,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/04/1996,,,,0.02,0,0,57,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/04/1996,,,,0.42,0,0,61,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/05/1996,,,,0.46,0,0,66,37,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/05/1996,,,,0,0,0,59,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/05/1996,,,,0,0,0,62,39,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/05/1996,,,,0.11,0,0,62,42,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/05/1996,,,,0.31,0,0,52,39,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/05/1996,,,,0.22,0,0,60,41,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/05/1996,,,,0.03,0,0,52,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/05/1996,,,,0,0,0,58,37,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/05/1996,,,,0.08,0,0,65,45,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/05/1996,,,,0.53,0,0,57,51,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/05/1996,,,,0.91,0,0,80,54,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/05/1996,,,,1.71,0,0,54,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/05/1996,,,,0.01,0,0,46,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/05/1996,,,,0,0,0,50,27,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/05/1996,,,,0,0,0,59,34,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/05/1996,,,,0,0,0,65,47,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/05/1996,,,,0,0,0,53,47,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/05/1996,,,,0.18,0,0,75,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/05/1996,,,,0,0,0,87,60,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/05/1996,,,,0,0,0,93,62,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/05/1996,,,,0.03,0,0,92,64,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/05/1996,,,,0.92,0,0,71,45,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/05/1996,,,,0.07,0,0,69,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/05/1996,,,,0.1,0,0,74,49,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/05/1996,,,,0,0,0,58,33,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/05/1996,,,,0,0,0,61,39,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/05/1996,,,,0,0,0,64,47,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/05/1996,,,,0,0,0,67,47,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/05/1996,,,,0.02,0,0,54,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/05/1996,,,,0,0,0,57,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/05/1996,,,,0,0,0,60,36,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/06/1996,,,,0,0,0,72,39,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/06/1996,,,,0,0,0,78,50,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/06/1996,,,,0,0,0,79,55,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/06/1996,,,,0,0,0,75,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/06/1996,,,,0,0,0,74,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/06/1996,,,,0,0,0,70,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/06/1996,,,,0.05,0,0,77,54,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/06/1996,,,,0.66,0,0,83,62,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/06/1996,,,,0.21,0,0,85,61,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/06/1996,,,,0.41,0,0,85,63,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/06/1996,,,,0,0,0,84,67,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/06/1996,,,,0,0,0,85,63,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/06/1996,,,,0,0,0,80,61,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/06/1996,,,,0.12,0,0,78,58,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/06/1996,,,,0,0,0,82,56,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/06/1996,,,,0,0,0,83,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/06/1996,,,,0,0,0,83,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/06/1996,,,,0.03,0,0,77,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/06/1996,,,,0.54,0,0,68,59,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/06/1996,,,,0.12,0,0,69,63,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/06/1996,,,,0.37,0,0,76,64,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/06/1996,,,,0.03,0,0,76,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/06/1996,,,,0.22,0,0,80,54,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/06/1996,,,,0,0,0,72,52,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/06/1996,,,,0.15,0,0,73,61,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/06/1996,,,,0,0,0,70,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/06/1996,,,,0,0,0,70,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/06/1996,,,,0,0,0,78,56,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/06/1996,,,,0,0,0,78,62,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/06/1996,,,,0.86,0,0,78,65,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/07/1996,,,,0.03,0,0,87,62,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/07/1996,,,,0,0,0,81,56,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/07/1996,,,,0.19,0,0,82,56,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/07/1996,,,,0.45,0,0,65,55,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/07/1996,,,,0.05,0,0,66,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/07/1996,,,,0,0,0,78,55,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/07/1996,,,,0,0,0,82,58,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/07/1996,,,,0.08,0,0,84,63,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/07/1996,,,,0,0,0,79,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/07/1996,,,,0,0,0,77,49,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/07/1996,,,,0,0,0,68,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/07/1996,,,,0,0,0,78,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/07/1996,,,,0,0,0,80,63,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/07/1996,,,,0.32,0,0,75,62,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/07/1996,,,,0.2,0,0,83,65,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/07/1996,,,,0.43,0,0,78,61,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/07/1996,,,,0,0,0,82,62,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/07/1996,,,,0,0,0,83,58,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/07/1996,,,,0.03,0,0,85,65,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/07/1996,,,,0.36,0,0,77,55,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/07/1996,,,,0,0,0,70,49,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/07/1996,,,,0,0,0,74,51,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/07/1996,,,,0,0,0,81,55,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/07/1996,,,,0,0,0,79,54,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/07/1996,,,,0,0,0,83,51,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/07/1996,,,,0.26,0,0,82,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/07/1996,,,,0.13,0,0,76,58,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/07/1996,,,,0,0,0,72,45,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/07/1996,,,,0,0,0,76,50,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/07/1996,,,,0.25,0,0,70,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/07/1996,,,,0.03,0,0,72,62,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/08/1996,,,,1.32,0,0,79,59,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/08/1996,,,,0.19,0,0,73,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/08/1996,,,,0,0,0,78,55,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/08/1996,,,,0.02,0,0,81,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/08/1996,,,,0,0,0,83,59,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/08/1996,,,,0,0,0,85,60,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/08/1996,,,,0,0,0,86,64,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/08/1996,,,,0,0,0,87,69,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/08/1996,,,,1.93,0,0,74,62,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/08/1996,,,,0,0,0,78,54,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/08/1996,,,,0,0,0,73,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/08/1996,,,,0,0,0,73,52,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/08/1996,,,,0,0,0,71,56,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/08/1996,,,,0,0,0,78,55,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/08/1996,,,,0,0,0,82,59,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/08/1996,,,,0.95,0,0,84,62,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/08/1996,,,,0.25,0,0,75,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/08/1996,,,,0,0,0,77,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/08/1996,,,,0,0,0,79,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/08/1996,,,,0,0,0,83,58,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/08/1996,,,,0,0,0,82,67,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/08/1996,,,,0,0,0,83,55,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/08/1996,,,,0,0,0,83,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/08/1996,,,,0.04,0,0,84,66,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/08/1996,,,,0,0,0,78,52,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/08/1996,,,,0,0,0,84,54,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/08/1996,,,,0,0,0,84,58,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/08/1996,,,,0,0,0,78,59,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/08/1996,,,,0,0,0,74,55,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/08/1996,,,,0,0,0,78,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/08/1996,,,,0,0,0,74,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/09/1996,,,,0,0,0,80,47,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/09/1996,,,,0,0,0,81,49,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/09/1996,,,,0,0,0,81,51,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/09/1996,,,,0,0,0,83,55,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/09/1996,,,,0.05,0,0,75,64,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/09/1996,,,,0.07,0,0,81,60,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/09/1996,,,,0.16,0,0,81,63,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/09/1996,,,,0.08,0,0,78,68,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/09/1996,,,,0.12,0,0,72,63,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/09/1996,,,,0.04,0,0,81,64,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/09/1996,,,,0.03,0,0,74,52,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/09/1996,,,,0,0,0,77,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/09/1996,,,,0.27,0,0,75,60,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/09/1996,,,,0.53,0,0,66,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/09/1996,,,,0,0,0,63,50,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/09/1996,,,,0.02,0,0,61,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/09/1996,,,,0.47,0,0,68,54,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/09/1996,,,,1.08,0,0,61,53,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/09/1996,,,,0,0,0,66,42,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/09/1996,,,,0,0,0,68,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/09/1996,,,,0,0,0,71,43,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/09/1996,,,,0,0,0,75,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/09/1996,,,,0.26,0,0,61,47,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/09/1996,,,,0,0,0,56,34,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/09/1996,,,,0.16,0,0,55,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/09/1996,,,,0.17,0,0,55,36,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/09/1996,,,,0.02,0,0,61,39,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/09/1996,,,,0.01,0,0,68,58,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/09/1996,,,,0.85,0,0,69,47,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/09/1996,,,,0,0,0,64,41,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/10/1996,,,,0,0,0,64,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/10/1996,,,,0,0,0,74,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/10/1996,,,,0.04,0,0,67,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/10/1996,,,,0,0,0,46,27,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/10/1996,,,,0,0,0,49,25,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/10/1996,,,,0,0,0,56,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/10/1996,,,,0,0,0,63,41,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/10/1996,,,,0,0,0,72,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/10/1996,,,,0.01,0,0,60,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/10/1996,,,,0.06,0,0,61,48,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/10/1996,,,,0.36,0,0,48,37,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/10/1996,,,,0,0,0,45,27,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/10/1996,,,,0.01,0,0,61,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/10/1996,,,,0,0,0,71,50,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/10/1996,,,,0,0,0,57,27,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/10/1996,,,,0,0,0,55,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/10/1996,,,,0,0,0,76,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/10/1996,,,,0,0,0,73,47,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/10/1996,,,,1.24,0,0,63,46,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/10/1996,,,,0.89,0,0,49,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/10/1996,,,,0.26,0,0,52,45,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/10/1996,,,,0.14,0,0,52,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/10/1996,,,,0,0,0,55,38,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/10/1996,,,,0.7,0,0,69,43,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/10/1996,,,,0,0,0,51,44,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/10/1996,,,,0,0,0,60,33,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/10/1996,,,,0,0,0,67,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/10/1996,,,,0.01,0,0,70,47,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/10/1996,,,,0.22,0,0,54,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/10/1996,,,,0.04,0,0,53,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/10/1996,,,,0.04,0,0,57,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/11/1996,,,,0,0,0,51,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/11/1996,,,,0,0,0,47,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/11/1996,,,,0.01,0.1,0,42,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/11/1996,,,,0,0,0,42,32,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/11/1996,,,,0,0,0,52,37,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/11/1996,,,,0,0,0,47,40,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/11/1996,,,,0.03,0,0,57,45,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/11/1996,,,,0.05,0,0,67,57,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/11/1996,,,,4.02,0,0,62,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/11/1996,,,,0.17,0,0,45,31,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/11/1996,,,,0.01,0,0,40,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/11/1996,,,,0,0,0,39,28,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/11/1996,,,,0.04,0.4,0,36,20,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/11/1996,,,,0,0,0,34,17,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/11/1996,,,,0.02,0.3,0,34,17,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/11/1996,,,,0,0,0,33,16,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/11/1996,,,,0,0,0,42,24,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/11/1996,,,,0,0,0,53,36,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/11/1996,,,,0.19,0,0,45,35,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/11/1996,,,,0.04,0.6,0,37,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/11/1996,,,,0,0,0,34,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/11/1996,,,,0.11,0.8,0,33,29,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/11/1996,,,,0.03,0,0,34,20,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/11/1996,,,,0,0,0,38,20,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/11/1996,,,,0.23,0.7,0,33,21,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/11/1996,,,,0.72,0,0,33,30,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/11/1996,,,,0.31,5,5,33,20,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/11/1996,,,,0.01,0.5,4,24,15,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/11/1996,,,,0.01,0.2,4,26,15,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/11/1996,,,,0,0,4,33,25,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/12/1996,,,,0.2,0,0,44,31,
